config,model,feature,importance,method,fold,target,label_tstat_threshold,exploratory_model
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,top20_30d_high_pct,0.0,not_available,8.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,downside_to_upside_volatility_ratio,0.0,not_available,8.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,top20_above_30dma_pct,0.0,not_available,8.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,dispersion_acceleration,0.0,not_available,8.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,risk_appetite_recovery_score,0.0,not_available,8.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volume_confirmation_of_price_trend,0.0,not_available,8.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volatility_of_volatility,0.0,not_available,8.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,tvl_acceleration,0.0,not_available,8.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,market_dollar_volume_growth_30d,0.0,not_available,8.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,combined_crypto_liquidity_impulse,0.0,not_available,8.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,stablecoin_supply_acceleration,0.0,not_available,8.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,eth_btc_relative_strength_14d,0.0,not_available,8.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,falling_vix_after_high_vix,0.0,not_available,8.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,equity_realized_vol_21d,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,equity_momentum_21d,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,dow_vol_level,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_level,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_change_5d,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_change_21d,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,stablecoin_supply_change_7d,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,tvl_growth_30d,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volatility_4h_7d,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volatility_expansion_probability,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,cross_sectional_dispersion,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,recovery_from_drawdown,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,tvl_percentile,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,jump_intensity,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,stablecoin_supply_percentile,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,eth_btc_relative_strength_30d,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,upside_semivariance,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,distance_from_90d_lows,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,top20_30d_high_pct,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,downside_to_upside_volatility_ratio,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,top20_above_30dma_pct,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,dispersion_acceleration,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,risk_appetite_recovery_score,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volume_confirmation_of_price_trend,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volatility_of_volatility,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,tvl_acceleration,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,market_dollar_volume_growth_30d,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,combined_crypto_liquidity_impulse,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,stablecoin_supply_acceleration,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,eth_btc_relative_strength_14d,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,falling_vix_after_high_vix,0.0,not_available,9.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,equity_realized_vol_21d,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,equity_momentum_21d,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,dow_vol_level,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_level,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_change_5d,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_change_21d,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,stablecoin_supply_change_7d,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,tvl_growth_30d,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volatility_4h_7d,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volatility_expansion_probability,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,cross_sectional_dispersion,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,recovery_from_drawdown,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,tvl_percentile,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,jump_intensity,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,stablecoin_supply_percentile,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,eth_btc_relative_strength_30d,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,upside_semivariance,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,distance_from_90d_lows,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,top20_30d_high_pct,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,downside_to_upside_volatility_ratio,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,top20_above_30dma_pct,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,dispersion_acceleration,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,risk_appetite_recovery_score,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volume_confirmation_of_price_trend,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volatility_of_volatility,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,tvl_acceleration,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,market_dollar_volume_growth_30d,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,combined_crypto_liquidity_impulse,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,stablecoin_supply_acceleration,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,eth_btc_relative_strength_14d,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,falling_vix_after_high_vix,0.0,not_available,10.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,equity_realized_vol_21d,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,equity_momentum_21d,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,dow_vol_level,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_level,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_change_5d,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_change_21d,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,stablecoin_supply_change_7d,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,tvl_growth_30d,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volatility_4h_7d,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volatility_expansion_probability,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,cross_sectional_dispersion,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,recovery_from_drawdown,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,tvl_percentile,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,jump_intensity,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,stablecoin_supply_percentile,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,eth_btc_relative_strength_30d,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,upside_semivariance,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,distance_from_90d_lows,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,top20_30d_high_pct,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,downside_to_upside_volatility_ratio,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,top20_above_30dma_pct,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,dispersion_acceleration,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,risk_appetite_recovery_score,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volume_confirmation_of_price_trend,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volatility_of_volatility,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,tvl_acceleration,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,market_dollar_volume_growth_30d,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,combined_crypto_liquidity_impulse,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,stablecoin_supply_acceleration,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,eth_btc_relative_strength_14d,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,falling_vix_after_high_vix,0.0,not_available,11.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,equity_realized_vol_21d,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,equity_momentum_21d,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,dow_vol_level,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_level,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_change_5d,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_change_21d,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,stablecoin_supply_change_7d,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,tvl_growth_30d,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volatility_4h_7d,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volatility_expansion_probability,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,cross_sectional_dispersion,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,recovery_from_drawdown,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,tvl_percentile,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,jump_intensity,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,stablecoin_supply_percentile,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,eth_btc_relative_strength_30d,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,upside_semivariance,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,distance_from_90d_lows,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,top20_30d_high_pct,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,downside_to_upside_volatility_ratio,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,top20_above_30dma_pct,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,dispersion_acceleration,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,risk_appetite_recovery_score,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volume_confirmation_of_price_trend,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,volatility_of_volatility,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,tvl_acceleration,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,market_dollar_volume_growth_30d,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,combined_crypto_liquidity_impulse,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,stablecoin_supply_acceleration,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,eth_btc_relative_strength_14d,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,falling_vix_after_high_vix,0.0,not_available,12.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,equity_realized_vol_21d,0.0,not_available,13.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,equity_momentum_21d,0.0,not_available,13.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,dow_vol_level,0.0,not_available,13.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_level,0.0,not_available,13.0,eth_upward_trend,1.0,
eth_upward_trend__t1_0__shallow_mlp_exploratory,shallow_mlp_exploratory,vix_change_5d,0.0,not_available,13.0,eth_upward_trend,1.0,
